#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2012-11-21T04:58:33 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to:   question@simbad.u-strasbg.fr
#
#
#Coosys J2000:  eq_FK5 J2000
#INFO   votable-version=1.91 (20-Jun-2012)  
#INFO   -ref=VIZ50ac5f124423    
#INFO   -out.max=unlimited  
#INFO   queryParameters=27  
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/505/117&tab:{J/A+A/505/117/stars}&key:source=J/A+A/505/117&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/505/117/stars
#-order=I
#-out=NGC
#-out=ID
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=RV11
#-out=RV13
#-out=Teff
#-out=[FeI/H]
#-out=e_[FeI/H]
#-out=[O/Fe]
#-out=e_[O/Fe]
#-out=l_[Na/Fe]
#-out=[Na/Fe]
#-out=e_[Na/Fe]
#-out=RAJ2000
#-out=DEJ2000
#

#RESOURCE=yCat_35050117
#Name: J/A+A/505/117
#Title: Abundances of red giants in 15 globular clusters (Carretta+, 2009)
#Table  J_A_A_505_117_stars:
#Name: J/A+A/505/117/stars
#Title: ID, positions, magnitudes, RVs, atmospheric parameters and abundances for stars in 15 GCs {\em(tables 2, 3 and 6 of paper)}
#Column NGC (I4)    NGC number  [ucd=meta.id.parent]
#Column ID  (I7)    Star ID [ucd=meta.id;meta.main]
#Column Bmag    (F6.3)  Johnson B magnitude [ucd=phot.mag;em.opt.B]
#Column Vmag    (F6.3)  Johnson V magnitude [ucd=phot.mag;em.opt.V]
#Column Icmag   (F6.3)  ? Cousins I magnitude   [ucd=phot.mag;em.opt.I]
#Column Kmag    (F6.3)  ? 2MASS K magnitude [ucd=phot.mag;em.IR.K]
#Column RV11    (F7.2)  ? RV in grating HR11    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column RV13    (F7.2)  ? RV in grating HR13    [ucd=spect.dopplerVeloc;pos.heliocentric]
#Column Teff    (I4)    Effective temperature   [ucd=phys.temperature.effective]
#Column [FeI/H] (F6.3)  ? [FeI/H] abundance [ucd=phys.abund]
#Column e_[FeI/H]   (F6.3)  ? rms uncertainty on [FeI/H]    [ucd=stat.error;phys.abund]
#Column [O/Fe]  (F6.3)  ? [O/Fe] abundance  [ucd=phys.abund]
#Column e_[O/Fe]    (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column l_[Na/Fe]   (A1)    Limit flag on [Na/Fe]   [ucd=meta.code.error;phys.abund]
#Column [Na/Fe] (F6.3)  ? [Na/Fe] abundance [ucd=phys.abund]
#Column e_[Na/Fe]   (F6.3)  ? rms uncertainty on [Na/Fe]    [ucd=stat.error;phys.abund]
#Column RAJ2000 (A12)   Right ascension (J2000.0)   [ucd=pos.eq.ra;meta.main]
#Column DEJ2000 (A12)   Declination (J2000.0)   [ucd=pos.eq.dec;meta.main]
NGC;ID;Bmag;Vmag;Icmag;Kmag;RV11;RV13;Teff;[FeI/H];e_[FeI/H];[O/Fe];e_[O/Fe];l_[Na/Fe];[Na/Fe];e_[Na/Fe];RAJ2000;DEJ2000
6809;7000471;15.880;15.098;      ;12.814; 177.73;       ;4983;-2.045; 0.109;      ; 9.999; ; 0.345; 0.086;19 40 10.132;-30 55 15.57
6809;7000475;15.876;15.105;      ;12.909; 175.95; 175.60;4984;-1.914; 0.164; 0.440; 9.999;<; 0.136; 0.080;19 39 57.034;-30 55 59.01
6809;7000476;15.912;15.105;      ;12.771; 172.15;       ;4984;-1.915; 0.160;      ; 9.999; ; 0.359; 0.158;19 40 18.044;-30 58 30.23
6809;7000490;15.940;15.174;      ;12.844; 180.83; 179.10;4996;-1.893; 0.102; 0.410; 9.999;<; 0.008; 0.014;19 39 50.004;-30 52 40.66
6809;7000492;15.941;15.178;      ;12.880; 168.69;       ;4996;-1.976; 0.068;      ; 9.999; ; 0.491; 0.022;19 40 06.344;-30 52 55.72
6809;7000509;16.019;15.232;      ;12.969; 179.57;       ;5005;-1.991; 0.027;      ; 9.999; ; 0.460; 9.999;19 39 59.924;-31 02 00.12
6809;7000511;16.029;15.235;      ;12.971; 178.27;       ;5006;-1.882; 0.117;      ; 9.999; ; 0.151; 0.240;19 40 01.953;-31 00 35.21
6809;7000521;16.040;15.274;      ;13.021;       ; 185.29;5012;-2.050; 0.114; 0.374; 9.999;<;      ; 9.999;19 39 47.724;-30 57 15.36
6809;7000526;16.045;15.296;      ;13.161;       ; 180.21;5016;-2.017; 0.147; 0.377; 9.999;<;      ; 9.999;19 39 58.786;-31 00 22.94
6809;7000530;16.077;15.307;      ;13.040;       ; 172.15;5018;-1.953; 0.195;      ; 9.999; ;      ; 9.999;19 40 09.014;-30 55 09.39
6809;7000533;16.095;15.322;      ;13.037;       ; 166.32;5020;-2.019; 0.175; 0.351; 9.999;<;      ; 9.999;19 40 14.368;-30 57 15.71
6809;7000534;16.083;15.324;      ;13.097;       ; 173.27;5021;-1.969; 0.147;      ; 9.999; ;      ; 9.999;19 39 51.664;-31 00 17.74
6809;7000535;16.099;15.334;      ;13.059; 175.13;       ;5022;-1.898; 0.061;      ; 9.999; ; 0.354; 0.260;19 39 50.357;-30 58 50.09
6809;7000540;16.126;15.339;      ;13.080; 174.72;       ;5023;-1.877; 0.247;      ; 9.999; ; 0.029; 9.999;19 40 03.478;-31 00 20.50
6809;7000555;16.175;15.389;      ;13.104; 175.29; 175.18;5031;-1.970; 0.127;      ; 9.999; ; 0.458; 0.051;19 39 57.869;-31 04 41.33
6809;8000001;13.479;12.246;      ; 9.003; 178.81; 178.86;4315;-2.032; 0.099; 0.241; 0.062; ; 0.304; 0.028;19 40 26.458;-30 59 15.67
6809;8000016;14.916;14.043;      ;11.671; 175.58; 175.47;4777;-2.030; 0.123; 0.086; 9.999; ; 0.810; 0.087;19 40 35.305;-30 52 41.96
6809;8000042;15.608;14.789;      ;12.546; 178.17; 177.77;4928;-1.902; 0.114;      ; 9.999; ; 0.449; 0.021;19 40 30.035;-30 57 12.41
6809;8000054;15.912;15.139;      ;13.004;       ; 175.45;4990;-1.924; 0.101; 0.508; 9.999;<;      ; 9.999;19 40 40.560;-30 55 25.63
6838;  16953;16.043;14.924;      ;11.621; -20.54;       ;4711;-0.775; 0.110;      ; 9.999; ; 0.320; 0.032;19 53 46.424;+18 46 45.48
6838;  17570;16.037;14.899;      ;11.871; -22.99;       ;4785;-0.776; 0.107;      ; 9.999; ; 0.137; 0.004;19 53 42.276;+18 46 56.50
6838;  17762;15.518;14.361;      ;11.185;       ; -19.28;4591;-0.824; 0.096; 0.477; 0.013; ; 0.414; 0.004;19 53 44.075;+18 46 59.87
6838;  17852;15.475;14.322;      ;11.110; -25.92;       ;4572;-0.814; 0.132;      ; 9.999; ; 0.443; 0.064;19 53 45.737;+18 47 01.32
6838;  18294;15.469;14.292;      ;11.084;       ; -23.53;4565;-0.840; 0.159; 0.470; 0.037; ; 0.336; 0.015;19 53 48.024;+18 47 08.75
6838;  18300;15.976;14.869;      ;11.871; -26.49;       ;4785;-0.820; 0.083;      ; 9.999; ; 0.395; 0.005;19 53 42.537;+18 47 08.54
6838;  18699;16.020;14.865;      ;11.810; -23.51; -23.52;4766;-0.862; 0.178; 0.462; 0.069; ; 0.233; 0.032;19 53 44.233;+18 47 15.28
6838;  19779;14.982;13.655;      ;10.094; -22.71; -22.50;4334;-0.817; 0.145; 0.424; 0.088; ; 0.436; 0.144;19 53 43.725;+18 47 33.84
6838;  20286;16.070;14.956;      ;11.940; -21.94; -21.97;4806;-0.812; 0.135; 0.241; 9.999; ; 0.443; 0.074;19 53 41.562;+18 47 43.18
6838;  23025;16.028;14.934;      ;11.998; -24.90; -24.58;4824;-0.834; 0.185; 0.287; 0.082; ; 0.424; 0.052;19 53 45.222;+18 48 38.44
6838;  29897;15.497;14.257;      ;11.003; -22.23; -21.84;4544;-0.791; 0.117; 0.510; 0.053; ; 0.329; 0.073;19 53 44.632;+18 51 39.20
6838; 501688;14.868;13.646;      ; 8.924; -23.96; -23.70;4350;-0.772; 0.105; 0.138; 0.035; ; 0.600; 0.076;19 53 37.483;+18 41 22.26
6838; 503766;15.418;14.611;      ;11.919; -27.19; -27.06;5107;-0.752; 0.112; 0.298; 9.999; ; 0.550; 0.033;19 53 43.595;+18 42 37.69
6838; 505841;16.039;14.943;      ;11.871; -25.59; -25.18;4785;-0.851; 0.121; 0.428; 0.053; ; 0.422; 0.106;19 53 45.833;+18 43 43.56
6838; 506362;16.056;14.954;      ;11.996; -22.84; -22.62;4823;-0.832; 0.136; 0.390; 9.999; ; 0.515; 0.042;19 53 52.768;+18 43 59.20
6838; 506512;15.312;13.972;      ;10.544; -25.16;       ;4517;-0.778; 0.102;      ; 9.999; ; 0.240; 0.043;19 53 39.193;+18 44 03.01
6838; 507613;15.791;14.738;      ;11.583; -25.28;       ;4700;-0.871; 0.145;      ; 9.999; ; 0.128; 0.044;19 53 39.605;+18 44 33.39
6838; 507956;16.080;14.948;      ;12.004; -24.26; -24.07;4829;-0.799; 0.143; 0.586; 0.097; ; 0.274; 0.119;19 53 46.691;+18 44 42.37
6838; 508232;15.726;14.601;      ;11.598; -25.46; -25.26;4704;-0.785; 0.121; 0.418; 0.100; ; 0.299; 0.084;19 53 48.559;+18 44 49.17
6838; 508302;15.904;14.779;      ;11.847; -26.22; -25.96;4777;-0.839; 0.163; 0.395; 0.110; ; 0.011; 0.104;19 53 38.548;+18 44 50.49
6838; 508447;15.309;14.130;      ;10.953;       ; -24.89;4532;-0.879; 0.136; 0.162; 0.033; ; 0.568; 0.001;19 53 52.377;+18 44 54.22
6838; 508737;16.000;14.873;      ;11.922; -24.62; -24.64;4813;-0.785; 0.169; 0.373; 9.999; ; 0.429; 0.084;19 53 42.750;+18 45 00.47
6838; 509114;16.038;14.925;      ;12.014; -22.79; -22.75;4832;-0.794; 0.170; 0.418; 9.999; ; 0.373; 0.057;19 53 47.330;+18 45 09.07
6838; 509826;15.948;14.819;      ;11.920; -18.82; -18.47;4800;-0.787; 0.170; 0.483; 0.066; ; 0.233; 0.096;19 53 48.188;+18 45 24.31
6838; 509871;15.978;14.877;      ;11.955; -24.36;       ;4810;-0.791; 0.135;      ; 9.999; ; 0.313; 0.015;19 53 51.450;+18 45 25.36
6838; 510203;15.775;14.644;      ;11.584; -22.02; -19.81;4700;-0.828; 0.137; 0.433; 0.053; ; 0.345; 0.074;19 53 54.203;+18 45 32.69
6838; 510703;15.968;14.904;      ;11.910; -20.06; -19.88;4796;-0.832; 0.140; 0.366; 9.999; ; 0.430; 0.113;19 53 42.510;+18 45 42.60
6838; 511023;15.487;14.292;      ;11.108; -16.77; -16.38;4571;-0.799; 0.147; 0.350; 0.037; ; 0.316; 0.086;19 53 47.982;+18 45 49.31
6838; 511182;16.023;14.914;      ;11.966; -21.19; -21.05;4814;-0.837; 0.126; 0.383; 9.999; ; 0.240; 0.074;19 53 50.200;+18 45 52.54
6838; 511506;15.155;13.845;      ;10.333; -27.72; -25.30;4386;-0.772; 0.202; 0.321; 0.024; ; 0.228; 0.128;19 53 29.258;+18 45 58.30
6838; 511602;16.036;14.906;      ;12.002; -19.80; -19.85;4828;-0.803; 0.112; 0.367; 9.999; ; 0.422; 0.073;19 53 41.857;+18 46 00.18
6838; 512089;15.845;14.723;      ;11.650; -27.01; -24.67;4719;-0.750; 0.113; 0.352; 0.003; ; 0.199; 0.146;19 53 44.680;+18 46 09.44
6838; 512483;15.936;14.868;      ;11.845; -21.88; -21.54;4777;-0.773; 0.123; 0.474; 9.999; ; 0.113; 0.077;19 53 49.095;+18 46 17.97
6838; 512834;15.483;14.837;      ;11.549; -21.37; -21.24;4507;-0.856; 0.144; 0.325; 0.060; ; 0.226; 0.028;19 53 50.125;+18 46 34.91
6838; 513205;14.997;13.709;      ;10.301; -21.02;       ;4379;-0.852; 0.150;      ; 9.999; ; 0.408; 0.087;19 53 49.177;+18 46 51.25
6838; 513921;15.997;14.893;      ;11.932; -22.63; -22.38;4803;-0.767; 0.164; 0.477; 0.013; ; 0.039; 0.104;19 53 55.350;+18 47 24.76
6838; 514569;14.896;13.563;      ;10.042; -26.90; -25.02;4323;-0.801; 0.155; 0.308; 0.055; ; 0.538; 0.091;19 53 57.650;+18 47 57.07
6838; 515177;15.560;14.385;      ;11.220; -22.89; -22.39;4600;-0.788; 0.123; 0.335; 0.093; ; 0.450; 0.163;19 53 51.210;+18 48 30.98
6838; 516388;15.764;14.593;      ;11.519; -22.61; -22.43;4682;-0.771; 0.156; 0.455; 0.042; ; 0.420; 0.171;19 53 49.912;+18 49 46.76
7078;   1939;16.874;16.068;      ;13.887;       ;-101.98;5149;-2.408; 0.025; 0.319; 9.999;<;      ; 9.999;21 29 56.697;+12 12 07.14
7078;   2411;17.242;16.425;      ;14.297;-110.01;       ;5239;-2.288; 0.215;      ; 9.999; ;      ; 9.999;21 30 06.335;+12 12 19.81
7078;   2463;17.638;16.856;      ;14.751;-105.89;-106.02;5349;-2.311; 0.115; 0.481; 9.999;<; 0.402; 0.078;21 30 09.617;+12 12 21.14
7078;   2792;14.887;13.778;      ;11.029;-100.93;       ;4567;-2.324; 0.125;      ; 9.999; ; 0.236; 0.268;21 29 53.115;+12 12 31.12
7078;   3137;14.641;13.460;      ;10.609;-109.50;-110.61;4486;-2.345; 0.125; 0.289; 0.082; ; 0.578; 0.040;21 29 55.598;+12 12 42.28
7078;   3825;17.530;16.756;      ;14.450;       ;-109.12;5323;-2.262; 0.123;      ; 9.999; ;      ; 9.999;21 30 01.223;+12 13 08.87
7078;   4099;14.207;12.821;      ; 9.695;-109.43;       ;4324;-2.321; 0.113;      ; 9.999; ; 0.244; 0.027;21 29 54.917;+12 13 22.52
7078;   4989;17.529;16.740;      ;14.515;-104.70;-108.35;5319;-2.381; 0.062;      ; 9.999; ;      ; 9.999;21 30 00.183;+12 14 19.87
7078;   8329;17.604;16.837;      ;14.784;-106.98;-107.83;5344;-2.413; 0.019;      ; 9.999; ;      ; 9.999;21 29 47.351;+12 12 39.63
7078;   8927;17.238;16.468;      ;14.284;-104.84;-104.41;5250;-2.419; 0.082;      ; 9.999; ; 0.298; 0.097;21 29 37.104;+12 13 40.71
7078;   9608;17.404;16.630;      ;14.408;-104.47;-106.85;5291;-2.330; 0.115; 0.408; 9.999;<;      ; 9.999;21 29 27.751;+12 15 18.85
7078;   9753;15.296;14.290;      ;11.653;       ;-107.72;4697;-2.402; 0.098; 0.332; 9.999;<;      ; 9.999;21 29 43.594;+12 15 47.21
7078;  10329;16.534;15.719;      ;13.372;-109.91;-111.18;5060;-2.382; 0.112; 0.415; 9.999;<; 0.525; 9.999;21 29 39.434;+12 18 20.91
7078;  14574;14.746;13.583;      ;10.656;       ;-112.43;4518;-2.336; 0.129;-0.033; 9.999; ;      ; 9.999;21 29 12.356;+12 10 50.04
7078;  17458;16.644;15.800;      ;13.551;-110.56;-105.86;5081;-2.313; 0.190; 0.439; 9.999;<; 0.162; 0.050;21 29 47.856;+12 06 43.97
7078;  18240;17.183;16.386;      ;14.184;-103.56;-105.70;5229;-2.297; 0.025;      ; 9.999; ; 0.555; 0.197;21 29 45.784;+12 07 49.19
7078;  18508;17.351;16.568;      ;14.271;-103.56; -97.66;5276;-2.259; 0.086;      ; 9.999; ;      ; 9.999;21 29 47.212;+12 08 07.12
7078;  18770;17.307;16.506;      ;14.282;-103.56;-105.84;5260;-2.381; 0.102;      ; 9.999; ;      ; 9.999;21 29 44.817;+12 08 23.97
7078;  18815;15.775;14.823;      ;12.360;-108.68;       ;4832;-2.293; 0.097;      ; 9.999; ; 0.071; 0.091;21 29 46.926;+12 08 26.58
7078;  18913;15.444;14.441;      ;11.854;       ;-102.34;4735;-2.455; 0.078; 0.166; 9.999;<;      ; 9.999;21 29 43.777;+12 08 33.38
7078;  19346;17.635;16.859;      ;14.517;-105.99;-103.26;5349;-2.341; 0.039;      ; 9.999; ; 0.943; 0.026;21 29 46.501;+12 08 58.64
7078;  20498;15.319;14.370;      ;11.887;-106.58;-104.25;4717;-2.486; 0.078; 0.251; 9.999;<; 0.539; 0.040;21 29 43.521;+12 10 03.43
7078;  20994;17.574;16.815;      ;14.656;-106.48;-110.48;5338;-2.276; 0.114;      ; 9.999; ; 0.523; 0.089;21 29 39.954;+12 10 30.37
7078;  21948;15.433;14.484;      ;11.955;-108.68;       ;4746;-2.493; 0.054;      ; 9.999; ; 0.457; 9.999;21 29 46.062;+12 11 31.52
7078;  22441;17.332;16.547;      ;14.421;-108.68;-110.66;5270;-2.349; 0.089;      ; 9.999; ;      ; 9.999;21 30 13.550;+12 00 37.68
7078;  23153;17.204;16.434;      ;14.187;-108.68;-106.06;5242;-2.260; 0.098;      ; 9.999; ;      ; 9.999;21 30 08.240;+12 04 07.94
7078;  23216;17.118;16.335;      ;14.124;-104.01;-104.73;5216;-2.318; 0.021;      ; 9.999; ;      ; 9.999;21 29 53.298;+12 04 20.22
7078;  24706;17.164;16.396;      ;14.325;       ;-103.01;5232;-2.418; 0.127;      ; 9.999; ;      ; 9.999;21 30 07.222;+12 06 33.24
7078;  25247;15.055;13.997;      ;11.247;       ;-104.69;4623;-2.343; 0.136; 0.139; 9.999;<;      ; 9.999;21 30 02.769;+12 06 55.71
7078;  26751;14.760;13.643;      ;10.847; -98.72;       ;4533;-2.438; 0.075;      ; 9.999; ; 0.548; 0.058;21 30 00.374;+12 07 36.31
7078;  26759;16.718;15.901;      ;13.600;-101.07;       ;5106;-2.346; 0.203;      ; 9.999; ; 0.237; 9.999;21 30 01.868;+12 07 36.46
7078;  27889;16.567;15.732;      ;13.439;-101.14;-101.16;5063;-2.315; 0.128; 0.631; 9.999;<; 0.040; 0.108;21 29 55.745;+12 07 58.84
7078;  28026;17.651;16.910;      ;14.727;-111.48;-113.06;5362;-2.384; 0.145;      ; 9.999; ;      ; 9.999;21 30 01.567;+12 08 01.21
7078;  28350;16.704;15.897;      ;13.504;       ;-111.30;5105;-2.372; 0.070; 0.398; 9.999; ;      ; 9.999;21 30 03.157;+12 08 06.66
7078;  28510;15.478;14.514;      ;11.926;-100.52;       ;4754;-2.418; 0.022;      ; 9.999; ; 0.053; 0.069;21 29 58.271;+12 08 09.25
7078;  29264;15.671;14.734;      ;12.232;-101.86;       ;4810;-2.353; 0.140;      ; 9.999; ; 0.117; 9.999;21 29 57.415;+12 08 21.50
7078;  29401;15.126;14.089;      ;11.408;       ;-105.01;4646;-2.342; 0.106; 0.373; 9.999;<;      ; 9.999;21 30 15.652;+12 08 23.01
7078;  29436;17.465;16.712;      ;14.662; -98.38; -99.62;5312;-2.407; 0.105;      ; 9.999; ;      ; 9.999;21 29 54.324;+12 08 24.16
7078;  29480;16.209;15.355;      ;12.999;-104.60;-102.25;4968;-2.326; 0.157; 0.295; 9.999;<; 0.453; 0.140;21 30 14.729;+12 08 24.34
7078;  29521;16.776;15.991;      ;13.843;-101.45;       ;5129;-2.295; 0.023;      ; 9.999; ; 0.188; 0.077;21 29 58.279;+12 08 25.29
7078;  30535;16.426;15.578;      ;13.208;       ;-101.53;5024;-2.237; 0.149; 0.277; 9.999; ;      ; 9.999;21 30 04.753;+12 08 39.00
7078;  31010;16.938;16.130;      ;13.880;-115.45;-114.80;5164;-2.315; 0.079;      ; 9.999; ; 0.613; 0.030;21 29 54.646;+12 08 45.34
7078;  31313;15.666;14.716;      ;12.184;       ;-114.97;4805;-2.281; 0.129;      ; 9.999; ;      ; 9.999;21 30 08.943;+12 08 49.01
7078;  31791;16.258;15.396;      ;13.066;-104.92;       ;4978;-2.280; 0.031;      ; 9.999; ; 0.139; 9.999;21 30 03.186;+12 08 55.43
7078;  31796;17.718;16.955;      ;14.844;-110.52;       ;5374;-2.251; 0.083;      ; 9.999; ; 0.082; 9.999;21 30 16.875;+12 08 55.14
7078;  31914;14.319;12.874;      ; 9.605;-112.77;-114.91;4338;-2.198; 0.100;-0.319; 9.999;<;      ; 9.999;21 30 00.894;+12 08 57.13
7078;  31956;16.386;15.540;      ;13.160;       ;-108.25;5015;-2.340; 0.089; 0.402; 9.999;<;      ; 9.999;21 30 03.494;+12 08 57.47
7078;  32942;17.178;16.412;      ;14.231;-108.90;       ;5236;-2.253; 0.104;      ; 9.999; ; 0.384; 0.036;21 30 16.677;+12 09 08.87
7078;  32979;17.166;16.414;      ;14.156;-106.56;       ;5236;-2.345; 0.040;      ; 9.999; ; 0.166; 9.999;21 30 03.201;+12 09 09.54
7078;  33053;15.217;14.237;      ;11.562;-113.91;       ;4684;-2.335; 0.179;      ; 9.999; ; 0.155; 0.136;21 29 58.916;+12 09 10.58
7078;  33088;17.581;16.813;      ;14.729;       ;-112.26;5338;-2.421; 0.066;      ; 9.999; ;      ; 9.999;21 30 07.053;+12 09 10.91
7078;  33484;16.438;15.623;      ;13.301;-109.75;       ;5036;-2.438; 0.173;      ; 9.999; ; 0.139; 9.999;21 30 18.113;+12 09 15.19
7078;  33507;15.929;15.037;      ; 0.000;       ;-112.02;4887;-2.332; 0.149; 0.232; 9.999; ;      ; 9.999;21 29 59.158;+12 09 15.92
7078;  34272;16.886;16.076;      ;13.868;-108.35;-112.40;5151;-2.251; 0.102; 0.472; 9.999; ; 0.376; 0.127;21 30 03.274;+12 09 24.79
7078;  34332;14.494;13.322;      ;10.340;       ;-112.13;4451;-2.410; 0.093; 0.124; 0.031;<;      ; 9.999;21 29 59.832;+12 09 25.68
7078;  34456;15.044;13.989;      ;11.290; -97.02; -98.57;4621;-2.339; 0.204; 0.217; 9.999;<; 0.338; 0.010;21 29 56.213;+12 09 27.29
7078;  34519;14.424;13.182;      ;10.131; -98.04; -95.57;4416;-2.375; 0.112; 0.460; 0.044; ; 0.111; 0.083;21 29 57.788;+12 09 27.92
7078;  34561;15.099;14.070;      ;11.346;       ; -99.39;4641;-2.273; 0.119; 0.075; 0.020;<;      ; 9.999;21 30 00.615;+12 09 28.44
7078;  34961;15.034;14.014;      ;11.371;-113.28;-116.60;4627;-2.315; 0.152;-0.014; 9.999;<; 0.650; 0.031;21 29 55.085;+12 09 33.55
7078;  34995;14.582;13.389;      ;10.431;-115.14;       ;4468;-2.340; 0.081;      ; 9.999; ; 0.643; 0.004;21 29 53.826;+12 09 33.86
7078;  35961;16.916;16.097;      ;13.284;-107.90;       ;5156;-2.414; 0.102;      ; 9.999; ; 0.375; 0.059;21 29 53.269;+12 09 45.30
7078;  36274;16.733;15.898;      ;13.612;-100.30;-102.69;5105;-2.351; 0.133; 0.497; 9.999; ; 0.340; 0.036;21 30 07.288;+12 09 48.94
7078;  36971;17.515;16.749;      ;14.392;       ;-107.53;5321;-2.258; 0.051;      ; 9.999; ;      ; 9.999;21 30 09.705;+12 09 57.94
7078;  37215;14.463;13.296;      ; 0.000;-111.36;       ;4445;-2.311; 0.011;      ; 9.999; ; 0.729; 0.000;21 30 00.615;+12 10 01.32
7078;  37415;15.203;14.187;      ;11.462;       ;-119.86;4671;-2.282; 0.109; 0.176; 9.999;<;      ; 9.999;21 30 03.472;+12 10 03.99
7078;  37931;16.237;15.388;      ;13.008;-111.25;       ;4976;-2.373; 0.051;      ; 9.999; ; 0.266; 0.078;21 30 03.237;+12 10 10.74
7078;  38329;15.181;14.158;      ;11.480;-109.04;       ;4664;-2.367; 0.022;      ; 9.999; ; 0.159; 0.000;21 30 05.684;+12 10 15.65
7078;  38382;16.959;16.193;      ;13.136;       ;-112.66;5180;-2.202; 0.065;      ; 9.999; ;      ; 9.999;21 30 04.080;+12 10 16.44
7078;  38678;14.806;13.728;      ;10.966;-109.01;-104.95;4554;-2.352; 0.082; 0.127; 9.999; ; 0.557; 0.027;21 29 53.782;+12 10 20.40
7078;  39741;16.598;15.783;      ; 0.000;-112.10;-119.04;5076;-2.247; 0.200; 0.427; 9.999;<; 0.378; 0.176;21 30 01.765;+12 10 32.69
7078;  39752;14.931;13.899;      ;11.165;-108.38;-104.68;4598;-2.361; 0.133; 0.262; 9.999;<; 0.293; 0.149;21 30 04.607;+12 10 32.70
7078;  39787;15.059;14.024;      ;11.264;-111.94;       ;4630;-2.433; 0.126;      ; 9.999; ;-0.167; 9.999;21 30 07.383;+12 10 33.03
7078;  40086;16.604;15.827;      ;14.007;-122.86;-124.84;5087;-2.320; 0.099; 0.411; 9.999;<; 0.366; 0.074;21 29 57.766;+12 10 36.71
7078;  40762;17.518;16.762;      ;14.629;-115.00;-114.12;5325;-2.340; 0.067;      ; 9.999; ; 0.656; 9.999;21 30 15.959;+12 10 44.31
7078;  40825;14.162;12.776;      ; 9.596;-113.91;-118.35;4313;-2.326; 0.139; 0.242; 0.105; ; 0.440; 0.066;21 29 55.605;+12 10 45.61
7078;  41279;16.612;15.824;      ;13.428;       ; -95.52;5087;-2.332; 0.115; 0.466; 9.999;<;      ; 9.999;21 30 00.740;+12 10 50.79
7078;  41287;14.289;13.012;      ; 9.910;-116.25;       ;4373;-2.358; 0.071;      ; 9.999; ; 0.389; 0.013;21 30 00.330;+12 10 50.93
7078;  41437;16.237;15.369;      ;12.953;       ; -99.42;4971;-2.291; 0.068; 0.297; 9.999;<;      ; 9.999;21 30 03.882;+12 10 52.59
7078;  41987;16.806;15.996;      ;13.624;-108.07;       ;5130;-2.331; 0.087;      ; 9.999; ; 0.392; 9.999;21 30 08.533;+12 10 59.06
7078;  42262;14.766;13.624;      ;10.744;-104.50;       ;4528;-2.330; 0.081;      ; 9.999; ; 0.895; 0.133;21 29 54.426;+12 11 02.71
7078;  42362;16.127;15.292;      ;12.856;-110.67;-112.29;4952;-2.410; 0.086; 0.268; 9.999;<; 0.375; 0.165;21 30 02.585;+12 11 03.77
7078;  42674;16.566;15.784;      ;13.466; -96.28;       ;5076;-2.425; 0.056;      ; 9.999; ; 0.673; 0.001;21 29 53.503;+12 11 07.88
7078;  43788;14.310;12.824;      ; 9.433; -96.93; -97.65;4325;-2.360; 0.099; 0.393; 0.016; ; 0.127; 0.058;21 30 02.234;+12 11 21.55
7078;  45062;15.272;14.303;      ;11.692;-110.27;-111.03;4700;-2.314; 0.106; 0.028; 9.999; ; 0.626; 0.054;21 30 00.520;+12 11 36.90
7099;    738;15.949;15.205;      ;12.921;-178.26;       ;4981;-2.360; 0.087;      ; 9.999; ; 0.662; 9.999;21 40 23.687;-23 09 49.03
7099;    785;17.506;16.817;      ;14.514;-188.35;-186.64;5355;-2.360; 0.042;      ; 9.999; ;      ; 9.999;21 40 19.980;-23 09 47.15
7099;    983;16.294;15.535;      ;13.460;-181.91;-182.25;5058;-2.334; 0.122; 0.378; 9.999;<;-0.097; 0.103;21 40 32.278;-23 09 37.46
7099;   1109;17.625;16.945;      ;14.737;-180.93;-183.24;5385;-2.404; 0.005;      ; 9.999; ; 0.592; 9.999;21 40 30.066;-23 09 30.50
7099;   1389;16.250;15.520;      ;13.463;-184.00;-181.75;5054;-2.302; 0.082; 0.534; 9.999; ; 0.077; 0.103;21 40 29.041;-23 09 16.00
7099;   1711;16.518;15.782;      ;13.808;       ;-187.60;5115;-2.367; 0.113;      ; 9.999; ;      ; 9.999;21 40 21.804;-23 08 50.27
7099;   1720;16.408;15.690;      ;13.691;-185.59;-185.80;5094;-2.326; 0.118; 0.534; 9.999;<; 0.300; 0.114;21 40 17.615;-23 08 49.57
7099;   1910;17.388;16.743;      ;14.836;-185.59;-187.55;5338;-2.316; 0.080;      ; 9.999; ;      ; 9.999;21 40 31.912;-23 08 28.41
7099;   2116;17.461;16.779;      ;14.897;-185.59;-183.61;5346;-2.343; 0.066;      ; 9.999; ; 0.788; 9.999;21 40 20.449;-23 08 00.10
