#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-04-23T09:16:44 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.97 (28-Nov-2012)	
#INFO	-ref=VIZ517651004fa8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:V/117A&tab:{V/117A/newcat}&key:source=V/117A/newcat&HTTPPRM:&&-ref=VIZ517651004fa8&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/117A/newcat
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=UVel
#-out=VVel
#-out=WVel
#-out=RVel
#-out=e_RVel
#-out=pmRA
#-out=pmDE
#-out=e_pm
#Tycho-2=Tycho-2
#Simbad=Simbad
#

#RESOURCE=yCat_5117
#Name: V/117A
#Title: Geneva-Copenhagen Survey of Solar neighbourhood (Holmberg+, 2007)
#INFO	status=obsolete	
#    This catalogue is obsoleted by <V/130>
#
#Table	V_117A_newcat:
#Name: V/117A/newcat
#Title: Main catalogue recalibrated data (2007)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(a11)	Object name (HD,BD,CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I3)	? Distance	[ucd=pos.distance;pos.heliocentric]
#Column	UVel	(I4)	? Heliocentric space velocity component U (3)	[ucd=pos.cartesian.x]
#Column	VVel	(I4)	? Heliocentric space velocity component V (3)	[ucd=pos.cartesian.y]
#Column	WVel	(I4)	? Heliocentric space velocity component W (3)	[ucd=pos.cartesian.z]
#Column	RVel	(F6.1)	? Mean radial velocity (10)	[ucd=spect.dopplerVeloc;stat.mean]
#Column	e_RVel	(F5.1)	? Standard deviation of RVel measurements	[ucd=stat.error;spect.dopplerVeloc]
#Column	pmRA	(I5)	? Proper motion in right ascension (4)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I5)	? Proper motion in declination (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pm	(I2)	? Standard error of total proper motion (4)	[ucd=stat.error]
_RAJ2000;_DEJ2000;Name;RAJ2000;DEJ2000;Dist;UVel;VVel;WVel;RVel;e_RVel;pmRA;pmDE;e_pm
322.1175;+76.4033;HD 205234  ;21 28 28.2;+76 24 12;200;  10;   5;  -6;  -0.8; 58.3;   -4;  -13; 1
323.7125;-20.0842;HD 205289  ;21 34 51.0;-20 05 03; 27;  -8;  -1;  15; -15.9;     ;  -31;   42; 1
323.8067;-34.3294;HD 205294  ;21 35 13.6;-34 19 46; 53;  17; -25; -30;  30.2;  0.1;   36; -112; 2
323.7287;-20.2525;HD 205306  ;21 34 54.9;-20 15 09; 55;  -2; -19;   4; -11.0;  0.1;   -1;  -64; 1
323.8229;-25.3181;HD 205343  ;21 35 17.5;-25 19 05; 62;  -6;   7; -25;  16.7;  0.1;   70;   15; 2
323.4762;+32.8692;HD 205351  ;21 33 54.3;+32 52 09; 74;   6; -28; -35; -18.1;  0.1;   60; -101; 2
323.5971;+13.9197;HD 205353  ;21 34 23.3;+13 55 11; 62;  31;  -2;   8;   5.5;  0.5;  -95;  -49; 1
323.5979;+12.2567;HD 205354  ;21 34 23.5;+12 15 24; 63;  40; -21; -12;   3.4;  0.2;  -68; -140; 2
323.6087;+10.4344;HD 205355  ;21 34 26.1;+10 26 04;   ;    ;    ;    ;   0.7;     ;   -4;  -10; 2
323.6237; +9.4994;HD 205356  ;21 34 29.7;+09 29 58; 73; -11; -51; -10; -38.8; 23.9;   52;  -90; 3
323.8287;-19.2447;HD 205378  ;21 35 18.9;-19 14 41; 78;    ;    ;    ;      ;     ;  -23;  -22; 2
324.1717;-50.8453;HD 205390  ;21 36 41.2;-50 50 43; 15;  -5; -20; -37;  27.0;  0.1;  425; -197; 1
323.6412;+22.7544;HD 205420  ;21 34 33.9;+22 45 16; 70;  13;   7; -20;  16.7;  0.4;   11;  -54; 1
323.7204;+18.9169;HD 205437  ;21 34 52.9;+18 55 01;164;  22; -22;  -9;  -9.5;  2.1;  -11;  -38; 2
323.5983;+36.2728;HD 205454  ;21 34 23.6;+36 16 22; 79;   3;  -3;  -1;  -2.7;     ;   -5;   -9; 2
323.8462; +0.9753;HD 205455  ;21 35 23.1;+00 58 31; 60;  29; -17;   9;  -3.1;  1.6;  -93;  -80; 1
323.3292;+61.0622;HD 205481  ;21 33 19.0;+61 03 44; 62; -18; -25; -10; -22.0;  0.3;   73;   34; 3
322.8846;+72.0503;HD 205494  ;21 31 32.3;+72 03 01;133;    ;    ;    ;      ;     ;   16;   10; 2
323.7996;+21.4039;HD 205497  ;21 35 11.9;+21 24 14; 95; -16; -22;  -7; -20.9; 28.1;   39;  -10; 2
322.9279;+72.0378;HD 205509  ;21 31 42.7;+72 02 16;145;    ;    ;    ;      ;     ;   15;   13; 2
323.8717;+18.9672;HD 205524  ;21 35 29.2;+18 58 02;111;    ;    ;    ;      ;     ;   15;  -28; 1
324.0925;-18.3919;HD 205527  ;21 36 22.2;-18 23 31;105;  17;   7;  -7;  17.3;  0.1;  -17;   -1; 1
324.2417;-35.8839;HD 205530  ;21 36 58.0;-35 53 02; 67; -32;  -7;  -7; -16.9;  3.7;   90;  -11; 2
325.1237;-74.0742;HD 205536  ;21 40 29.7;-74 04 27; 22;  38;   2; -21;  33.8;  0.3; -139;  214; 2
323.8296;+28.1975;HD 205539  ;21 35 19.1;+28 11 51; 72; -35; -47; -27; -42.2; 30.0;  138;  -33; 2
324.1983;-30.7244;HD 205545  ;21 36 47.6;-30 43 28; 50; -36; -11;   1; -26.1;  0.2;  112;  -19; 2
323.4850;+59.4642;HD 205570  ;21 33 56.4;+59 27 51;209;    ;    ;    ;      ;     ;    3;    5; 2
323.8200;+35.9778;HD 205583  ;21 35 16.8;+35 58 40; 80;   2; -13;  -6; -11.5; 32.2;    8;  -23; 2
324.4296;-45.5858;HD 205591  ;21 37 43.1;-45 35 09; 51;  24; -33; -16;  30.0;  0.1;  -18; -130; 1
324.2292;-10.1744;HD 205634  ;21 36 55.0;-10 10 28; 71;    ;    ;    ;      ;     ;   33;   -6; 1
324.1079;+18.6347;HD 205656  ;21 36 25.9;+18 38 05; 74; -98; -51;   4; -74.6;  0.2;  209;  105; 1
324.3379;-18.4411;HD 205674  ;21 37 21.1;-18 26 28; 53;    ;    ;    ;      ;     ;   57; -104; 2
324.3921;-24.4525;HD 205677  ;21 37 34.1;-24 27 09; 93;  30;  -5; -18;  30.6;  0.2;  -22;  -34; 2
323.9608;+41.0422;HD 205687  ;21 35 50.6;+41 02 32;159;    ;    ;    ; -14.3;     ;   19;   11; 2
324.0954;+29.5397;HD 205700  ;21 36 22.9;+29 32 23;106;   1; -12;  -7;  -9.0;  0.2;    9;  -18; 1
324.2221; +5.8147;HD 205702  ;21 36 53.3;+05 48 53; 57;  29; -30;   8; -13.8;  0.2;  -91; -118; 2
325.2537;-70.8069;HD 205727  ;21 41 00.9;-70 48 25; 91;  23; -26; -17;  37.0;  2.4;  -10;  -21; 2
324.5350;-31.7372;HD 205739  ;21 38 08.4;-31 44 14; 95;   5; -36; -16;   9.1;  0.1;   22;  -82; 2
323.3204;+72.9603;HD 205758  ;21 33 16.9;+72 57 37; 91;    ;    ;    ;      ;     ;   46;   42; 2
324.3712; +4.6822;HD 205782  ;21 37 29.1;+04 40 56;111;    ;    ;    ;      ;     ;  -10;   -1; 1
325.0404;-62.8061;HD 205793  ;21 40 09.7;-62 48 22; 97;    ;    ;    ;      ;     ;  -68;  -18; 2
324.2242;+33.7183;HD 205798  ;21 36 53.8;+33 43 06;   ;    ;    ;    ; -25.5;     ;   31;   35; 2
324.0212;+52.8164;HD 205807  ;21 36 05.1;+52 48 59;113;    ;    ;    ; -32.2;     ;   34;   -5; 2
324.6312;-27.8939;HD 205818  ;21 38 31.5;-27 53 38;106; -15;  -8;  -1; -11.3;  1.0;   25;  -10; 2
324.3271;+29.4725;HD 205851  ;21 37 18.5;+29 28 21;211;   1;  17;  -9;  18.6;  2.8;    4;   -1; 2
324.4437;+15.0578;HD 205853  ;21 37 46.5;+15 03 28;101;    ;    ;    ;      ;     ;   17;  -21; 2
324.7279;-31.9092;HD 205860  ;21 38 54.7;-31 54 33; 78; -15;  -7; -15;   0.6;  0.5;   59;  -14; 2
324.6454;-15.5997;HD 205870  ;21 38 34.9;-15 35 59; 76; -53; -37; -17; -35.0;  0.1;  149;  -55; 2
324.3500;+34.6028;HD 205881  ;21 37 24.0;+34 36 10;127; -50; -16; -14; -17.9;  0.2;   79;   33; 1
324.7104;-19.6253;HD 205888  ;21 38 50.5;-19 37 31; 75;    ;    ;    ; -23.9; 26.5;   58;  -14; 2
324.8371;-37.1408;HD 205891  ;21 39 20.9;-37 08 27; 40; -48; -18;  17; -45.7;  0.2;  135;  -64; 2
324.4833;+21.0414;HD 205897  ;21 37 56.0;+21 02 29;129; -57;  13;  13;  -8.3;  0.4;   53;   81; 1
324.7921;-27.3064;HD 205905  ;21 39 10.1;-27 18 23; 26; -44; -18; -20; -17.5;  0.4;  387;  -85; 2
324.9937;-48.9461;HD 205914  ;21 39 58.5;-48 56 46;192; -79;   6;  14; -63.3;  0.2;   55;    2; 2
324.7479;-15.4522;HD 205926  ;21 38 59.5;-15 27 08; 58;  43; -21; -11;  23.1;  0.8;  -84; -135; 2
324.9837;-35.8425;HD 205977  ;21 39 56.1;-35 50 33;172; -36; -18;  -7; -20.0;  0.6;   41;  -17; 2
325.1787;-48.7161;HD 206025  ;21 40 42.9;-48 42 58; 80; -22; -16;  -4;  -9.7;  0.6;   52;  -41; 1
324.9133;-12.6219;HD 206032  ;21 39 39.2;-12 37 19; 69; -71; -23;  16; -60.9;  0.1;  136;   36; 1
324.7671;+20.6014;HD 206056  ;21 39 04.1;+20 36 05;122; -26; -19;   2; -24.5;  0.3;   34;   14; 1
324.8812; -0.0511;HD 206058  ;21 39 31.5;-00 03 04; 43; -42; -10; -22; -12.5;  3.6;  228;   15; 1
327.4025;-82.4339;HD 206096  ;21 49 36.6;-82 26 02; 99; -28; -34; -21;  18.3;  7.0;   82;  -51; 2
324.8133;+21.3311;HD 206099  ;21 39 15.2;+21 19 52; 73;   9; -14; -11;  -5.6;  0.6;    5;  -55; 1
324.7929;+31.6931;HD 206113  ;21 39 10.3;+31 41 35;104;    ;    ;    ;      ;     ;  -29;  -50; 2
325.0492; -9.7944;HD 206116  ;21 40 11.8;-09 47 40; 54;   0; -41; -22;  -6.9;  0.3;   68; -165; 2
324.8542;+31.5331;HD 206137  ;21 39 25.0;+31 31 59;119; -21; -22;  11; -27.2;  0.5;   18;   27; 2
325.5687;-57.6128;HD 206163  ;21 42 16.5;-57 36 46; 37;  32;  -4;  -9;  28.4;  0.1; -102;   16; 2
325.6225;-59.9917;HD 206164  ;21 42 29.4;-59 59 30;   ;    ;    ;    ;  -2.1;  0.6;   21;  -25; 2
324.7687;+53.7800;HD 206244  ;21 39 04.5;+53 46 48;127;    ;    ;    ;      ;     ;   51;   37; 2
325.5908;-50.0936;HD 206255  ;21 42 21.8;-50 05 37; 76; -25;   0; -16;  -4.1;  0.2;   81;    5; 1
325.3671;-14.8411;HD 206288  ;21 41 28.1;-14 50 28; 91;    ;    ;    ;      ;     ;    9;   20; 2
325.3867;-14.0475;HD 206301  ;21 41 32.8;-14 02 51; 33;  31; -42;  -1;  -1.6;  1.6; -121; -309; 1
325.5837;-41.2092;HD 206303  ;21 42 20.1;-41 12 33;205; -28; -47;  -5; -14.3;  0.9;   29;  -46; 1
325.1792;+28.7556;HD 206332  ;21 40 43.0;+28 45 20; 50; -35; -42;  -2; -44.8;  0.2;  132;   30; 2
325.2525;+29.3403;HD 206373  ;21 41 00.6;+29 20 25; 76; -31; -93;   8; -95.0;  0.2;   73;  -14; 2
325.2754;+26.7506;HD 206374  ;21 41 06.1;+26 45 02; 27; -34; -48; -22; -43.7;  0.2;  343;  -90; 1
325.7675;-48.1894;HD 206379  ;21 43 04.2;-48 11 22;   ;    ;    ;    ;  62.2;  4.8;  -70;  -20; 2
325.4321; +6.4208;HD 206387  ;21 41 43.7;+06 25 15; 55; -14;  -6;  -3;  -8.3;  0.3;   51;    7; 4
325.7587;-43.4958;HD 206395  ;21 43 02.1;-43 29 45; 38; -42; -14;  -7; -21.9;  0.2;  206;  -63; 2
326.0600;-62.1142;HD 206397  ;21 44 14.4;-62 06 51;106;    ;    ;    ;      ;     ;   56;  -22; 2
325.4850; +0.3458;HD 206404  ;21 41 56.4;+00 20 45;116; -14;   0; -26;   9.8;  1.2;   50;   -9; 1
325.9529;-53.9772;HD 206427  ;21 43 48.7;-53 58 38; 96;  12;   2; -14;  17.0;  0.5;    0;   14; 2
326.0012;-57.2828;HD 206428  ;21 44 00.3;-57 16 58; 43;  40; -18;  -8;  37.0;  0.2; -113;  -54; 2
325.9958;-57.3250;HD 206429  ;21 43 59.0;-57 19 30; 44;  41; -18;  -8;  37.1;  0.4; -115;  -52; 2
325.7029;-25.9972;HD 206438  ;21 42 48.7;-25 59 50; 73;  48;   5; -12;  39.4;  0.6;  -82;  -24; 2
325.6175; -8.4650;HD 206469  ;21 42 28.2;-08 27 54; 94;  22;   5;  -6;  18.0;     ;  -30;  -15; 2
326.4337;-69.3636;HD 206481  ;21 45 44.1;-69 21 49; 99;    ;    ;    ;      ;     ;   29;  -15; 2
325.0892;+57.5814;HD 206482  ;21 40 21.4;+57 34 53;   ;    ;    ;    ; -19.0;  1.7;  -48;  -17; 2
325.0946;+57.5833;HD 206482  ;21 40 22.7;+57 35 00; 76;    ;    ;    ; -16.6;     ;  -39;  -20; 2
325.6112; +0.4456;HD 206488  ;21 42 26.7;+00 26 44;   ;    ;    ;    ; -16.5;  0.8;  -36;  -34; 1
325.6142; +0.4389;HD 206488  ;21 42 27.4;+00 26 20;107;    ;    ;    ;      ;     ;  -35;  -34; 1
327.1287;-78.4331;HD 206505  ;21 48 30.9;-78 25 59; 45;  36;  18;   0;   9.2;  0.1; -136;  121; 2
324.7425;+70.4628;HD 206507  ;21 38 58.2;+70 27 46;106;   4; -17; -33; -24.6; 21.0;   40;  -39; 2
325.6671; -2.2983;HD 206513  ;21 42 40.1;-02 17 54;   ;    ;    ;    ;  -2.2;  1.7;  115; -124; 2
325.8592;-32.1867;HD 206531  ;21 43 26.2;-32 11 12;135;    ;    ;    ;      ;     ;   39;   -8; 2
325.9883;-46.6133;HD 206533  ;21 43 57.2;-46 36 48; 46;  26;   1; -21;  32.9;  0.5;  -28;   16; 2
324.7921;+71.3086;HD 206554  ;21 39 10.1;+71 18 31; 63;  -7;   1; -40;  -7.0;  0.1;  107;  -84; 2
325.9842;-42.1731;HD 206565  ;21 43 56.2;-42 10 23;132;    ;    ;    ;      ;     ;   40;  -23; 2
325.4962;+42.5689;HD 206586  ;21 41 59.1;+42 34 08;105; -14; -17;  -7; -16.0;  0.6;   34;    4; 2
325.6196;+31.8794;HD 206605  ;21 42 28.7;+31 52 46; 73; -15; -47; -19; -41.8;  0.1;   81;  -51; 2
325.7846; +6.3769;HD 206606  ;21 43 08.3;+06 22 37; 94;    ;    ;    ;      ;     ;   41;  -61; 2
326.2521;-52.4642;HD 206630  ;21 45 00.5;-52 27 51; 40;  21;  23; -25;  27.5;  0.1;  -13;  152; 2
325.6179;+41.8208;HD 206655  ;21 42 28.3;+41 49 15;114; -21; -22; -11; -20.0;  0.6;   46;    5; 2
325.6392;+41.0472;HD 206656  ;21 42 33.4;+41 02 50;   ;    ;    ;    ; -30.1;     ;   26;   -1; 1
325.8267;+12.5183;HD 206658  ;21 43 18.4;+12 31 06; 48;  -1;  -7; -24;   5.7;  0.3;   74;  -75; 2
326.1862;-42.1294;HD 206667  ;21 44 44.7;-42 07 46; 62;  14;   1; -13;  19.3;  0.3;   -8;    3; 1
326.1667;-35.6158;HD 206681  ;21 44 40.0;-35 36 57; 56; -15; -24;  -7;  -6.7; 34.5;   68;  -83; 2
326.2154;-42.2856;HD 206682  ;21 44 51.7;-42 17 08;164;  18; -27;   4;   9.2;  0.1;  -18;  -37; 2
326.2996;-50.4464;HD 206683  ;21 45 11.9;-50 26 47; 65;  28; -27;  -8;  28.5;  0.8;  -44;  -78; 2
326.9567;-72.6817;HD 206692  ;21 47 49.6;-72 40 54;131;    ;    ;    ;      ;     ;   22;  -11; 2
325.8742;+19.6353;HD 206701  ;21 43 29.8;+19 38 07; 85;    ;    ;    ;      ;     ;  -66;  -76; 1
326.1350;-24.9103;HD 206707  ;21 44 32.4;-24 54 37;112;   3; -39; -15;   2.1;  0.3;   20;  -76; 2
326.0329; +7.1581;HD 206751  ;21 44 07.9;+07 09 29; 96;  -6;   6;  16;  -6.4;  0.4;  -14;   34; 2
325.2400;+70.5392;HD 206772  ;21 40 57.6;+70 32 21; 53; -37; -21; -11; -10.7;  0.2;  144;   87; 2
325.9762;+27.8467;HD 206792  ;21 43 54.3;+27 50 48; 83; -38; -53; -13; -51.4;     ;  106;   -8; 2
326.2708;-22.5639;HD 206797  ;21 45 05.0;-22 33 50;151;  -9; -30;   0; -14.6;  1.4;   15;  -36; 2
326.5912;-54.4572;HD 206803  ;21 46 21.9;-54 27 26; 58;    ;    ;    ; -48.8; 14.0;  140; -172; 3
326.6487;-57.7033;HD 206804  ;21 46 35.7;-57 42 12;   ;    ;    ;    ;  -7.8;  0.4;   90; -907; 5
326.0354;+28.7425;HD 206826/7;21 44 08.5;+28 44 33; 22;  -3;   4; -42;  16.2;  1.0;  277; -251; 4
326.0387;+26.5192;HD 206828  ;21 44 09.3;+26 31 09; 57; -60; -45;  -9; -49.0;  0.2;  206;   55; 1
326.4583;-41.2297;HD 206837  ;21 45 50.0;-41 13 47;   ;    ;    ;    ; -10.2;  0.4;   35;  -32; 2
326.7754;-62.2156;HD 206841  ;21 47 06.1;-62 12 56;104;    ;    ;    ;      ;     ;  -11;    0; 2
325.7654;+55.2092;HD 206843  ;21 43 03.7;+55 12 33; 54; -71; -15; -32;  -5.3;  7.4;  294;   90; 2
325.9958;+34.8997;HD 206846  ;21 43 59.0;+34 53 59;211;    ;    ;    ;      ;     ;   -2;   -9; 2
326.0121;+33.3350;HD 206847  ;21 44 02.9;+33 20 06;259;    ;    ;    ;      ;     ;    7;   -5; 1
326.0779;+24.5864;HD 206848  ;21 44 18.7;+24 35 11;130;    ;    ;    ;      ;     ;   43;   24; 1
326.0658;+27.0533;HD 206858  ;21 44 15.8;+27 03 12;141;  26; -71; -23; -53.3;  0.1;    2;  -87; 2
326.1304;+14.7719;HD 206860  ;21 44 31.3;+14 46 19; 18; -14; -21; -10; -17.2;  0.3;  231; -114; 2
326.2158; +6.4328;HD 206862  ;21 44 51.8;+06 25 58; 90;    ;    ;    ;      ;     ;   50;   -7; 2
326.3896;-28.7247;HD 206868  ;21 45 33.5;-28 43 29; 65; -31; -17;  -8; -17.0;     ;   98;  -33; 2
326.0796;+28.7814;HD 206874  ;21 44 19.1;+28 46 53; 81;  14;  -4; -15;   3.1;     ;   -1;  -55; 1
326.3412;-12.7833;HD 206893  ;21 45 21.9;-12 47 00; 39; -20;  -8;  -2; -12.9;  1.9;   94;   -1; 1
326.1612;+25.6450;HD 206901  ;21 44 38.7;+25 38 42; 35;  -9; -14;   3; -16.0; 14.2;   35;   12; 1
326.9467;-63.9239;HD 206911  ;21 47 47.2;-63 55 26; 45;   1;  -2; -22;  16.6;  0.2;   66;   28; 2
329.1800;-83.7267;HD 206912  ;21 56 43.2;-83 43 36; 72; -44; -36; -24;  13.9;  0.5;  158;  -81; 2
325.6679;+63.7211;HD 206913  ;21 42 40.3;+63 43 16; 36;  34; -20;   3; -26.5;  0.5; -149;  -79; 2
326.2121;+24.8631;HD 206915  ;21 44 50.9;+24 51 47;   ;    ;    ;    ; -26.8;  2.2;   10;  -36; 1
326.3704; -2.9500;HD 206916  ;21 45 28.9;-02 57 00;102;  -4;  -9;  -4;  -4.7;  0.4;   15;  -14; 1
326.4633;-17.9875;HD 206928  ;21 45 51.2;-17 59 15; 53;  -5; -50;  -7; -17.6;  0.3;   52; -182; 2
325.7779;+64.2256;HD 206953  ;21 43 06.7;+64 13 32;196;    ;    ;    ;      ;     ;  -20;    3; 2
326.1058;+46.8628;HD 206963  ;21 44 25.4;+46 51 46; 48;  -2;   3;   6;   2.8;  0.1;  -12;   24; 2
326.2879;+22.8961;HD 206966  ;21 45 09.1;+22 53 46;126; -24;  12;  -2;   6.1;  5.4;   31;   32; 1
326.9333;-55.6544;HD 206998  ;21 47 44.0;-55 39 16; 95; -78; -56;  80; -94.2;  0.1;   32; -179; 2
326.3637;+24.5369;HD 207002  ;21 45 27.3;+24 32 13;156;   9; -26;   9; -25.4;  1.7;  -13;  -15; 1
327.1837;-65.5028;HD 207015  ;21 48 44.1;-65 30 10;110;    ;    ;    ;      ;     ;    6;    5; 3
325.9275;+62.6350;HD 207018  ;21 43 42.6;+62 38 06; 85;    ;    ;    ;      ;     ;   18;    8; 2
326.2417;+46.5511;HD 207031  ;21 44 58.0;+46 33 04; 50; -47; -19; -16; -14.9;  0.2;  200;   74; 2
326.6687;-18.1547;HD 207036  ;21 46 40.5;-18 09 17; 82;    ;    ;    ; -19.8;  8.8;   52;   -8; 4
326.9800;-52.9306;HD 207043  ;21 47 55.2;-52 55 50; 34; -13; -15;  -7;  -0.3;  0.2;  100;  -88; 2
326.7479;-25.0733;HD 207053  ;21 46 59.5;-25 04 24; 82;  -1; -30;  -5;  -5.6;  2.2;   18;  -74; 2
326.4012;+33.1142;HD 207058  ;21 45 36.3;+33 06 51;114;  11;  -6;  -3;  -4.1;  4.7;  -10;  -20; 1
326.6750;-11.6978;HD 207061  ;21 46 42.0;-11 41 52; 62;  10; -31; -23;   5.9;  0.4;   35; -131; 1
326.6833; -8.0069;HD 207077  ;21 46 44.0;-08 00 25;   ;    ;    ;    ; -20.5;  0.5;   19;  -40; 2
326.6304; +6.5353;HD 207090  ;21 46 31.3;+06 32 07; 93;  -5; -12; -12;  -4.1;  0.4;   28;  -26; 2
327.0654;-47.3033;HD 207129  ;21 48 15.7;-47 18 12; 16; -14; -23;   1;  -7.6;  0.2;  165; -295; 1
326.7225; +0.8506;HD 207136  ;21 46 53.4;+00 51 02;118;  35; -17; -10;   9.4; 14.9;  -34;  -63; 1
326.7929;-14.5136;HD 207138  ;21 47 10.3;-14 30 49; 87;    ;    ;    ;      ;     ;   37;   -3; 2
326.7833; -2.2922;HD 207150  ;21 47 08.0;-02 17 32; 95; -23; -33; -45;  -2.6;  0.7;  111;  -75; 1
326.6337;+26.7536;HD 207163  ;21 46 32.1;+26 45 13;119;    ;    ;    ;      ;     ;   -9;    6; 2
326.6804;+19.4769;HD 207164  ;21 46 43.3;+19 28 37; 76;    ;    ;    ;      ;     ;    1;   -3; 2
326.5154;+42.3892;HD 207182  ;21 46 03.7;+42 23 21;   ;    ;    ;    ; -18.7;  0.4;   38;   20; 2
326.9171;-19.5778;HD 207190  ;21 47 40.1;-19 34 40; 56;   7;  -6;  18; -11.4;  0.5;  -63;  -13; 2
327.0725;-37.6919;HD 207214  ;21 48 17.4;-37 41 31; 44;  -2;  -9;   9;  -8.9;  0.3;  -17;  -41; 3
327.3879;-61.4633;HD 207217  ;21 49 33.1;-61 27 48; 83;  31; -13; -29;  44.4;  0.5;  -10;    5; 2
326.7696;+17.1939;HD 207223  ;21 47 04.7;+17 11 38; 50; -22; -22;  -8; -20.9;     ;  104;  -14; 1
326.6975;+32.7808;HD 207233  ;21 46 47.4;+32 46 51; 59;   3; -14;  -9; -10.2;  0.2;   18;  -45; 2
326.9592;-16.0797;HD 207237  ;21 47 50.2;-16 04 47; 47;  72;  15;  -9;  51.9;  0.3; -226;  -62; 2
326.7037;+32.9956;HD 207242  ;21 46 48.9;+32 59 44;110;  12;  -5; -14;   0.2;  4.2;    0;  -37; 1
326.8246;+21.2253;HD 207284  ;21 47 17.9;+21 13 31;   ;    ;    ;    ; -35.1;  0.5;   19;   23; 1
327.1158;-26.2353;HD 207290  ;21 48 27.8;-26 14 07; 99;  47; -21;  -6;  26.8;  0.3;  -64;  -70; 2
327.3642;-49.1183;HD 207315  ;21 49 27.4;-49 07 06; 95;    ;    ;    ;      ;     ;   53;  -10; 2
326.5350;+61.0922;HD 207349  ;21 46 08.4;+61 05 32;162;    ;    ;    ;      ;     ;   -5;   -3; 3
326.7525;+47.9839;HD 207350  ;21 47 00.6;+47 59 02;193;    ;    ;    ;   1.3;     ;    8;   -8; 2
327.3029;-35.6386;HD 207363  ;21 49 12.7;-35 38 19; 74; -24; -35;   2; -19.8;  0.4;   60;  -89; 2
327.9475;-70.3517;HD 207365  ;21 51 47.4;-70 21 06;115;  -3; -36; -11;  22.6;  0.9;   25;  -50; 2
327.3192;-35.4850;HD 207375  ;21 49 16.6;-35 29 06;   ;    ;    ;    ;      ;     ;    4;   10; 2
327.5987;-58.3050;HD 207377  ;21 50 23.7;-58 18 18; 41;  -1; -22; -10;  12.9;  0.4;   49;  -93; 2
327.0142;+20.9942;HD 207380  ;21 48 03.4;+20 59 39;114; -17;  10;  -4;   6.6;  0.3;   27;   24; 1
326.9933;+28.8156;HD 207393  ;21 47 58.4;+28 48 56; 86; -33; -32;   4; -35.9;  0.2;   63;   31; 2
327.0258;+28.8425;HD 207393  ;21 48 06.2;+28 50 33;   ;    ;    ;    ;      ;     ;   -5;  -44; 2
327.2792;-22.8183;HD 207398  ;21 49 07.0;-22 49 06; 70;  14;  15; -29;  34.8;  0.1;   18;   15; 2
326.9900;+35.5050;HD 207418  ;21 47 57.6;+35 30 18;185;    ;    ;    ;      ;     ;   18;   -1; 3
327.5204;-38.6144;HD 207450  ;21 50 04.9;-38 36 52; 52; -22; -47; -20;  -1.1; 10.6;  140; -177; 2
327.7846;-60.7250;HD 207454  ;21 51 08.3;-60 43 30; 80; -13; -24; -35;  24.2;  0.2;   91;  -34; 2
328.3362;-73.7253;HD 207467  ;21 53 20.7;-73 43 31; 48; -44; -18;   1; -16.2;  0.6;  156; -117; 2
327.0437;+42.1606;HD 207488  ;21 48 10.5;+42 09 38; 82;   1; -27;  19; -29.8;  0.2;  -26;   27; 2
327.2304;+25.7097;HD 207498  ;21 48 55.3;+25 42 35;119;    ;    ;    ;      ;     ;   36;    4; 2
327.2050;+23.7192;HD 207499  ;21 48 49.2;+23 43 09;136;  17;  -1;  -3;   4.0;  5.3;  -17;  -20; 1
327.0925;+46.8258;HD 207529  ;21 48 22.2;+46 49 33;124; -21; -15;  -3; -13.8;     ;   33;   18; 1
328.0404;-62.0522;HD 207575  ;21 52 09.7;-62 03 08; 45;  -9; -19;   0;   1.4;  0.4;   44;  -90; 2
327.5962;-16.1964;HD 207583  ;21 50 23.1;-16 11 47; 39;  32; -13; -13;  21.4;  0.6;  -81; -140; 2
327.6446;-24.1864;HD 207585  ;21 50 34.7;-24 11 11; 59; -37; -28;  42; -61.1;  7.4;   17;  -35; 2
